age,yrsed,edcat,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue
51,16,3,26,203,12.374068,27.413932,1,5,1,10,3,83.5
52,16,3,18,41,4.381342,5.376658,0,3,1,23,3,12.3
52,16,3,17,98,5.205564,17.040436,0,4,0,15,3,62.7
52,16,3,11,69,5.118075,3.782925,0,2,1,26,3,44.6
52,16,3,20,48,0.22464,0.63936,0,4,0,14,3,17
52,16,3,6,79,15.45556,7.61244,1,4,1,11,3,40.1
53,16,3,11,59,0.82954,3.53646,0,4,1,28,3,28.2
54,16,3,6,55,1.34354,2.06646,0,3,1,25,3,28.5
54,16,3,8,40,0.38844,2.93156,0,2,0,12,3,20.4
55,16,3,8,55,2.3463,10.6887,0,4,0,32,3,35.8
55,16,3,5,68,0.27336,1.76664,0,2,1,21,3,33.2
55,16,3,8,29,0.15776,0.33524,0,1,1,19,3,11.8
56,16,3,12,66,0.801504,0.782496,0,3,0,14,3,32.4
57,16,3,11,72,5.620608,4.171392,1,4,1,25,3,34.4
58,16,3,1,30,1.09872,1.42128,0,3,1,28,3,17.4
59,16,3,6,34,0.38335,1.48665,0,1,1,21,3,17.1
60,16,3,12,75,1.23825,3.63675,0,3,1,36,3,30.2
61,16,3,15,96,5.02848,4.28352,0,5,1,21,3,66.4
62,16,3,21,20,0.3634,0.5566,0,2,1,25,3,8.3
64,16,3,20,11,1.423719,0.743281,0,4,1,39,3,4.5
64,16,3,18,24,0.216,0.384,0,4,1,12,3,9.7
65,16,3,17,20,0.06984,0.65016,0,4,1,6,3,10.3
66,16,3,4,10,0.16155,0.28845,0,2,0,17,3,6.3
67,16,3,10,18,0.29952,1.57248,0,1,1,35,3,9.1
67,16,3,5,28,0.174636,1.589364,0,1,1,40,3,12.8
68,16,3,15,14,0.047558,1.058442,0,1,0,27,3,8.2
69,16,3,3,10,0.01345,0.03655,0,3,1,32,3,5
69,16,3,9,38,0.458432,1.517568,0,5,1,19,3,17.5
71,16,3,19,102,0.9333,6.7167,0,4,1,48,3,47.3
73,16,3,6,51,4.979691,3.741309,1,3,0,13,3,23
73,16,3,9,43,0.177504,1.198496,0,2,0,31,3,12.9
74,16,3,17,51,1.489455,7.537545,0,4,0,37,3,15.4
74,16,3,11,11,0.186252,0.935748,0,4,1,44,3,6
74,16,3,7,92,2.71584,8.32416,0,4,1,30,3,57.3
74,16,3,42,70,2.63032,5.90968,0,5,1,30,3,35
74,16,3,7,45,0.94095,0.40905,0,4,1,15,3,23.8
75,16,3,8,28,0.171444,0.920556,0,4,0,5,3,12.3
75,16,3,36,20,0.25568,1.62432,0,3,1,50,3,7.9
75,16,3,15,13,0.495846,1.025154,0,2,1,51,3,6.1
75,16,3,31,14,0.26334,2.04666,0,3,1,43,3,6.6
78,16,3,1,15,1.392555,0.512445,0,4,1,33,3,7.8
22,17,4,0,19,0.726066,0.527934,0,2,1,1,3,11.1
22,17,4,0,20,0.56718,0.81282,0,2,0,2,3,9.8
22,17,4,0,17,0.984555,1.446445,1,2,1,1,3,5.4
22,17,4,0,22,0.2772,1.3728,1,1,0,2,3,11.1
23,17,4,0,26,1.302548,0.621452,1,1,1,2,3,13
24,17,4,1,21,0.535815,2.299185,0,2,1,4,3,11.7
24,17,4,0,97,0.51798,1.42202,0,5,1,5,3,37.5
24,17,4,0,34,3.488944,3.379056,1,2,0,3,3,16.7
24,17,4,0,28,0.312816,1.815184,0,1,1,4,3,13.1
24,17,4,0,22,0.326898,0.531102,0,1,1,4,3,9.3
24,17,4,0,24,0.148512,1.483488,1,2,1,0,3,13.9
25,17,4,0,23,0.08418,0.37582,0,1,0,4,3,12.3
25,17,4,0,25,0.55125,0.67375,1,2,1,4,3,11.5
25,17,4,0,17,0.261324,1.166676,1,1,1,3,3,6.7
25,17,4,1,13,0.378898,0.388102,0,3,1,3,3,6.3
25,17,4,0,16,0.352512,0.799488,1,1,0,3,3,8.8
26,17,4,0,82,1.391376,6.890624,1,5,1,6,3,28.2
26,17,4,3,48,0.82128,4.84272,1,3,1,4,3,25
26,17,4,0,43,0.553152,0.478848,0,1,0,5,3,23.8
26,17,4,0,70,1.02858,4.50142,1,1,1,6,3,35.2
26,17,4,0,25,0.80925,0.81575,1,1,1,7,3,10.6
26,17,4,1,20,0.1776,1.4224,1,2,1,6,3,9
27,17,4,2,135,6.60555,7.56945,1,2,1,5,3,79.4
27,17,4,1,33,1.068012,8.138988,1,3,1,4,3,17.7
29,17,4,1,35,1.079295,0.915705,0,4,0,5,3,16.8
29,17,4,2,67,3.528756,3.104244,1,2,0,2,3,30
29,17,4,4,30,1.82457,4.44543,1,4,0,7,3,15.4
30,17,4,4,40,2.07648,2.96352,1,5,0,4,3,19.1
30,17,4,0,27,1.01574,2.06226,1,3,0,8,3,20.3
30,17,4,2,30,0.32604,1.95396,0,3,1,10,3,19.9
31,17,4,1,35,6.868085,3.246915,1,1,0,8,3,22.2
31,17,4,6,46,1.062048,3.721952,0,3,1,8,3,19.7
32,17,4,1,40,0.64468,2.19532,0,3,0,4,3,21.7
35,17,4,10,96,5.2992,10.0608,1,4,1,14,3,48.3
36,17,4,7,43,0.790125,2.434875,0,2,1,10,3,17.5
36,17,4,1,23,0.094116,0.618884,1,2,1,15,3,13.7
36,17,4,6,46,0.33948,0.58052,0,3,0,3,3,28.6
37,17,4,1,60,4.1004,8.1396,1,1,0,9,3,33.2
37,17,4,3,37,0.662226,3.555774,1,1,0,12,3,14.1
38,17,4,1,59,0.036639,1.320361,0,1,1,15,3,34.7
38,17,4,8,56,2.968056,5.487944,0,1,1,12,3,29.1
42,17,4,1,30,1.1349,1.7751,1,5,1,11,3,11.5
42,17,4,4,40,2.568,1.712,0,1,1,10,3,19.9
43,17,4,3,127,0.70104,8.06196,0,4,1,13,3,42
43,17,4,11,60,1.08054,3.05946,0,4,1,12,3,22.6
44,17,4,17,60,5.01168,7.70832,0,5,0,18,3,33.9
45,17,4,3,190,1.9019,11.3981,1,1,1,8,3,85.1
45,17,4,8,58,1.85571,0.75429,0,2,1,21,3,28.7
46,17,4,6,84,0.84252,4.11348,0,2,0,15,3,30.6
47,17,4,8,29,0.467016,2.084984,0,2,1,10,3,12.9
47,17,4,3,34,0.511632,3.364368,0,2,1,17,3,16.6
48,17,4,7,91,0.88452,1.84548,0,4,1,28,3,56.7
49,17,4,8,28,0.289884,3.042116,0,1,1,17,3,13.8
50,17,4,14,142,16.052532,19.305468,1,5,1,17,3,54.2
51,17,4,2,84,3.721872,5.182128,1,1,1,22,3,36
51,17,4,12,84,2.90472,8.85528,0,4,0,29,3,40.8
53,17,4,3,94,3.345272,12.070728,1,3,0,9,3,53.7
53,17,4,11,104,1.0062,3.6738,0,4,1,21,3,41.5
54,17,4,7,47,3.346212,1.447788,1,3,1,25,3,26
55,17,4,19,146,16.419598,14.386402,1,5,0,25,3,50.6
55,17,4,7,87,6.279486,6.857514,1,2,1,16,3,48.6
56,17,4,7,142,7.068192,7.415808,0,5,1,14,3,60.1
56,17,4,5,112,1.079232,2.616768,0,5,1,23,3,46.3
57,17,4,19,111,2.4642,1.6428,0,4,1,18,3,51.5
57,17,4,8,107,9.96491,25.88009,1,3,1,28,3,56.8
59,17,4,5,18,1.165824,0.418176,0,4,1,24,3,8
60,17,4,22,20,2.11904,2.36096,0,5,1,15,3,9.5
60,17,4,7,85,1.646875,11.528125,0,2,1,24,3,44
62,17,4,5,66,1.569414,3.644586,0,2,0,13,3,24.3
62,17,4,9,106,5.185944,10.820056,0,1,1,39,3,58.9
64,17,4,3,26,1.68168,2.32232,0,4,1,27,3,14.2
65,17,4,29,31,1.369115,0.335885,0,2,1,20,3,16.9
71,17,4,19,310,7.65948,36.36052,0,3,1,44,3,88.6
71,17,4,10,11,0.255816,0.371184,0,4,1,41,3,6.2
71,17,4,12,103,1.475784,2.232216,0,3,1,38,3,36
72,17,4,33,130,0.50232,2.61768,0,3,0,34,3,67.7
74,17,4,34,26,0.675584,2.236416,0,3,1,36,3,7.1
75,17,4,24,108,3.55752,8.10648,0,3,1,48,3,53.6
77,17,4,42,160,0.9856,11.8144,0,5,1,31,3,84
77,17,4,37,97,0.882894,6.295106,0,4,1,43,3,45.8
78,17,4,38,56,4.298896,12.109104,0,5,1,38,3,23.1
78,17,4,14,15,0.25974,0.52026,0,3,1,35,3,9.2
78,17,4,7,14,0.26691,1.03509,0,3,0,7,3,6.3
79,17,4,3,15,0.09468,0.26532,0,4,1,38,3,7.5
23,18,4,0,30,1.91673,0.87327,1,3,1,3,3,19.8
23,18,4,0,90,5.55282,14.78718,1,2,1,2,3,50.4
23,18,4,0,13,0.74802,0.61698,1,1,1,3,3,9.2
23,18,4,0,23,0.86986,0.53314,0,1,1,2,3,9
24,18,4,0,35,3.667965,3.087035,0,1,1,3,3,13.8
24,18,4,0,30,0.15444,1.16556,1,3,1,5,3,13.8
24,18,4,0,22,0.962676,2.183324,0,2,1,4,3,8
26,18,4,1,18,0.707742,1.758258,0,4,1,4,3,11.7
26,18,4,0,72,1.368576,3.815424,0,1,1,7,3,33
27,18,4,2,35,2.57446,2.39554,1,4,0,4,3,10.2
27,18,4,0,22,0.343332,0.404668,0,1,1,5,3,9
27,18,4,2,20,0.7958,0.1242,0,4,1,8,3,10.2
27,18,4,0,33,0.60819,5.66181,1,3,1,6,3,14
28,18,4,1,45,1.15911,1.27089,1,4,0,5,3,26.8
28,18,4,0,25,0.2052,0.9948,0,2,1,8,3,14.3
28,18,4,0,21,0.958188,1.603812,1,2,0,7,3,9.4
29,18,4,3,32,0.10016,0.21984,0,1,0,4,3,16.8
31,18,4,4,56,1.289904,2.406096,0,3,0,5,3,28.6
32,18,4,1,53,0.618033,0.600967,0,1,1,1,3,24.6
33,18,4,3,33,1.769724,3.642276,0,1,1,6,3,15.4
33,18,4,0,27,0.700488,4.375512,1,1,1,12,3,13.5
34,18,4,5,54,2.60442,1.17558,0,3,1,12,3,25.4
34,18,4,0,107,1.005372,2.846628,1,1,1,12,3,48.5
36,18,4,1,47,0.94423,1.35877,0,1,0,8,3,28.7
36,18,4,3,60,0.21318,0.44682,0,1,0,9,3,27.4
36,18,4,1,35,1.14226,1.72774,0,4,1,7,3,12.9
36,18,4,9,122,25.504222,17.073778,1,2,0,8,3,46.2
36,18,4,5,63,2.67498,11.18502,1,2,0,12,3,29.3
36,18,4,8,56,0.532504,1.539496,0,1,1,10,3,23.1
36,18,4,1,49,1.372,1.078,1,2,0,12,3,26.2
37,18,4,4,65,1.03545,2.79955,0,4,1,16,3,40.7
38,18,4,1,49,4.95145,6.56355,1,1,1,9,3,26.8
38,18,4,0,37,1.513892,5.627108,1,2,0,9,3,21.1
39,18,4,3,113,4.482936,1.958064,0,3,1,14,3,44.4
41,18,4,10,119,4.831162,7.782838,0,4,1,14,3,64.6
42,18,4,3,40,0.2682,1.5318,0,2,1,18,3,22
42,18,4,4,63,0.709128,7.732872,0,3,1,20,3,36.2
42,18,4,8,54,1.43208,2.77992,1,4,1,15,3,26.3
43,18,4,8,22,1.45442,0.96558,0,5,0,11,3,14.3
43,18,4,6,42,0.88536,1.97064,0,2,0,6,3,20
44,18,4,6,78,0.080886,1.245114,0,2,1,15,3,47.6
45,18,4,17,140,2.81358,9.36642,0,3,1,25,3,77.2
45,18,4,4,81,1.861704,6.562296,0,2,0,14,3,32.3
47,18,4,16,61,2.588352,2.169648,0,4,1,9,3,34.9
47,18,4,3,64,0.751168,5.456832,0,2,0,15,3,39.1
48,18,4,5,46,1.480878,1.417122,0,3,1,25,3,22
49,18,4,10,145,5.832335,4.752665,0,1,1,22,3,98.8
49,18,4,1,42,2.67624,1.10376,1,2,0,19,3,27.1
50,18,4,19,93,1.41174,1.37826,0,5,1,25,3,50.5
50,18,4,14,109,3.413226,7.704774,0,2,1,18,3,46.7
51,18,4,14,151,2.967301,3.525699,0,4,1,18,3,71.7
52,18,4,24,995,67.49085,141.45915,1,4,1,27,3,99.6
53,18,4,15,77,0.586124,2.801876,0,4,1,22,3,34.3
54,18,4,22,280,8.48792,4.39208,0,5,1,27,3,79.1
54,18,4,8,133,1.104964,7.806036,0,4,1,29,3,68.4
54,18,4,17,57,0.276336,5.480664,0,4,1,24,3,27.8
55,18,4,12,112,3.302208,0.729792,0,4,0,13,3,65.5
55,18,4,4,217,0.849555,5.443445,0,2,1,26,3,85.3
56,18,4,4,60,0.2457,6.7743,0,2,1,33,3,37.6
56,18,4,2,60,0.2205,1.0395,0,4,1,22,3,31.9
57,18,4,6,146,12.346344,13.057656,1,1,1,29,3,69.6
57,18,4,14,35,0.461125,2.513875,0,3,0,21,3,8.9
58,18,4,26,77,1.460844,10.320156,0,5,0,27,3,37.5
59,18,4,7,68,2.14812,2.27188,0,4,0,35,3,34.2
59,18,4,9,61,0.751032,2.542968,0,4,1,30,3,28.4
60,18,4,18,26,1.894984,1.563016,0,4,1,16,3,11.9
62,18,4,24,207,5.1129,8.3421,0,5,1,36,3,88.2
63,18,4,24,130,6.35544,10.02456,0,5,1,42,3,60.5
63,18,4,6,90,11.35755,9.79245,1,5,1,36,3,45.6
64,18,4,11,51,0.72675,2.18025,0,2,0,32,3,25.7
64,18,4,34,273,1.914003,13.646997,0,2,1,34,3,93.6
65,18,4,2,57,0.007125,0.049875,0,2,1,32,3,20.5
65,18,4,21,9,0.721791,0.475209,0,4,0,25,3,4.4
66,18,4,4,32,0.2048,2.9952,0,3,1,20,3,19.4
66,18,4,8,63,1.079568,6.858432,0,5,1,40,3,23.2
69,18,4,37,46,0.789728,1.878272,0,5,1,31,3,26.6
71,18,4,23,12,1.40832,1.47168,0,1,1,24,3,4.5
72,18,4,11,10,0.20294,0.52706,0,1,0,19,3,4
73,18,4,19,9,0.036162,0.089838,0,5,0,37,3,3.6
74,18,4,29,66,7.669332,4.276668,0,4,0,2,3,30.7
74,18,4,40,104,3.924336,7.931664,0,4,1,52,3,59.1
76,18,4,30,149,2.817441,2.099559,0,4,1,44,3,75.7
76,18,4,1,15,0.23763,2.43237,0,1,1,29,3,5.8
76,18,4,19,27,1.104894,3.161106,0,5,0,27,3,14.2
77,18,4,44,162,2.317896,2.218104,0,5,1,49,3,93.9
78,18,4,13,9,0.294588,0.587412,0,5,1,35,3,4
24,19,4,0,20,1.15588,1.68412,1,1,1,1,3,6.9
24,19,4,0,30,3.27624,1.10376,1,2,1,2,3,16.7
25,19,4,0,22,1.220142,1.837858,0,2,1,5,3,5.9
25,19,4,0,18,0.34443,1.25757,1,1,1,2,3,8.1
25,19,4,0,23,0.039928,0.121072,0,1,1,2,3,12.3
26,19,4,0,36,0.796068,0.607932,1,3,1,3,3,13.4
26,19,4,0,54,0.304776,0.613224,0,1,1,6,3,33.4
26,19,4,0,25,1.4529,2.8971,1,1,1,2,3,12.8
26,19,4,0,35,1.19021,2.23979,1,1,1,3,3,22.4
28,19,4,2,30,1.8876,5.9124,1,1,0,2,3,16.3
28,19,4,0,53,0.867875,5.757125,1,1,0,6,3,19.2
30,19,4,1,23,0.292422,0.604578,0,1,0,2,3,10.8
30,19,4,2,39,2.58453,6.58047,1,1,1,9,3,24
31,19,4,1,43,0.706146,0.196854,1,5,0,2,3,28.5
31,19,4,3,118,5.01795,10.91205,1,2,0,8,3,41.4
31,19,4,2,59,1.944876,9.914124,1,2,0,7,3,40.3
33,19,4,1,48,1.783008,4.120992,0,2,1,7,3,19.1
33,19,4,2,82,2.536916,2.547084,0,3,1,9,3,44.5
34,19,4,2,52,0.802724,1.433276,0,2,1,13,3,28.3
34,19,4,1,30,0.4986,0.4014,0,1,1,10,3,14.1
34,19,4,6,142,5.04597,4.75203,0,3,0,11,3,83
35,19,4,2,65,1.92413,3.40587,0,1,1,7,3,31.2
35,19,4,2,60,1.2474,4.6926,1,3,1,5,3,24.2
35,19,4,5,34,0.33235,0.44965,0,2,1,8,3,17.1
36,19,4,3,30,0.41385,4.23615,0,4,1,16,3,13.1
40,19,4,8,93,13.312392,8.263608,1,3,1,10,3,48.6
40,19,4,4,31,0.205654,1.716346,1,2,0,18,3,13.7
41,19,4,6,93,3.462669,14.114331,0,4,1,17,3,43.1
42,19,4,4,56,1.049104,0.854896,1,4,0,12,3,23.9
43,19,4,3,52,1.0868,1.7732,0,3,1,14,3,28.3
44,19,4,8,184,16.631208,1.584792,1,5,0,17,3,69.7
44,19,4,6,120,1.12896,5.59104,0,1,1,16,3,65.1
45,19,4,12,36,0.9045,1.5075,0,3,1,14,3,16.6
46,19,4,3,70,1.71584,2.76416,0,3,0,21,3,16.8
48,19,4,9,70,0.2107,5.8093,0,1,1,21,3,40.4
49,19,4,16,104,5.6056,4.5864,0,3,1,19,3,46.5
49,19,4,18,116,2.721128,5.862872,0,4,1,15,3,89.1
49,19,4,9,97,2.855874,1.218126,0,4,1,7,3,33.3
50,19,4,14,60,2.0202,3.4398,0,5,1,20,3,31.6
51,19,4,5,54,1.238544,8.913456,0,4,1,28,3,38.1
53,19,4,17,192,3.212352,24.243648,0,4,1,13,3,91.4
54,19,4,21,126,7.498008,6.109992,0,5,1,24,3,55.8
56,19,4,11,83,1.010359,2.060641,0,2,1,18,3,33.6
57,19,4,12,85,10.14543,19.51957,1,4,1,32,3,41
59,19,4,8,47,1.358112,2.683888,0,3,0,14,3,28
59,19,4,8,67,2.0636,9.6614,0,1,1,30,3,31
59,19,4,12,338,12.59895,22.89105,1,5,0,23,3,85.1
59,19,4,1,55,0.87912,1.10088,0,2,1,33,3,30
59,19,4,8,28,0.138992,1.765008,0,3,0,14,3,15.5
61,19,4,3,22,0.46893,1.84107,0,2,1,6,3,10.6
61,19,4,20,211,10.2968,15.4452,0,5,1,34,3,86.8
61,19,4,10,42,0.570276,2.495724,0,3,0,4,3,26.7
62,19,4,7,30,0.19719,0.43281,0,3,1,35,3,11.4
62,19,4,5,112,0.532224,1.259776,0,5,1,19,3,44.4
63,19,4,18,21,0.31752,0.81648,0,3,0,18,3,6.3
63,19,4,6,45,1.25424,4.77576,0,3,0,16,3,18.3
65,19,4,25,44,0.54868,1.34332,0,3,1,42,3,19.6
67,19,4,23,169,14.517438,20.296562,0,2,1,43,3,94.4
68,19,4,25,11,0.645964,0.520036,0,5,0,27,3,7.4
71,19,4,6,37,2.211934,3.042066,0,3,0,11,3,24.3
71,19,4,24,12,0.030276,1.013724,0,3,1,22,3,4.9
72,19,4,14,58,1.73536,3.19464,0,1,0,32,3,28.1
75,19,4,7,11,0.391776,1.357224,0,2,1,44,3,6.3
78,19,4,30,17,0.887757,1.985243,0,5,0,13,3,9.6
26,20,5,0,37,0.36704,1.11296,0,3,1,3,3,17.9
26,20,5,0,41,7.994098,2.911902,1,1,1,6,3,24
27,20,5,0,19,0.33174,1.37826,0,1,1,4,3,7.2
27,20,5,0,89,3.565963,5.601037,0,2,1,6,3,45
29,20,5,1,35,0.315945,1.749055,0,2,0,4,3,17.3
30,20,5,2,45,4.0716,12.8934,1,1,1,7,3,17.5
30,20,5,1,71,0.572544,0.563456,0,1,1,10,3,27.6
32,20,5,3,227,4.559295,18.821705,0,2,1,11,3,86
33,20,5,1,22,0.28182,4.33818,0,4,1,11,3,12
35,20,5,6,25,0.84975,0.80025,0,4,1,6,3,11.3
35,20,5,4,41,0.213651,0.893349,0,4,1,13,3,13.7
36,20,5,3,46,2.19006,0.98394,1,3,0,11,3,27
37,20,5,1,29,0.788655,2.256345,0,2,1,12,3,18.5
38,20,5,6,34,0.80376,1.23624,0,2,0,8,3,14.4
39,20,5,9,70,0.98175,10.56825,0,5,1,15,3,43.8
40,20,5,3,46,1.26868,1.95132,1,2,1,11,3,24
41,20,5,5,184,3.580456,7.643544,0,3,1,19,3,87.5
43,20,5,14,134,4.385016,10.086984,0,2,1,18,3,67.6
43,20,5,3,59,0.126201,5.360799,1,4,1,16,3,26.6
44,20,5,6,33,0.817344,1.558656,0,3,0,11,3,19.9
44,20,5,5,66,0.200772,0.393228,0,2,0,11,3,31
44,20,5,2,112,0.61488,2.74512,0,2,1,14,3,48.9
45,20,5,6,47,0.31866,0.38634,0,2,1,15,3,19.9
45,20,5,6,65,1.28427,3.52573,0,2,1,20,3,43.4
45,20,5,10,85,4.989925,11.925075,0,5,1,12,3,33.3
46,20,5,6,84,1.723344,6.004656,1,4,1,20,3,38.2
46,20,5,11,95,3.17376,5.94624,0,4,1,15,3,60.7
47,20,5,14,48,1.08504,5.49096,0,4,0,16,3,27.1
52,20,5,3,70,2.90304,2.76696,0,1,1,25,3,40
54,20,5,10,46,0.197064,1.366936,0,5,1,15,3,18.6
55,20,5,2,48,1.075968,1.228032,0,5,1,15,3,21.1
55,20,5,4,63,8.194725,5.350275,1,2,1,15,3,26.7
56,20,5,19,183,2.276703,23.892297,0,3,0,11,3,81.5
61,20,5,4,49,2.588376,4.369624,0,3,0,19,3,25
64,20,5,20,193,6.336576,8.331424,0,4,1,35,3,79.8
67,20,5,19,89,1.92774,4.83626,0,1,0,21,3,30.6
71,20,5,20,193,1.490346,4.878654,0,3,1,29,3,95.6
72,20,5,27,65,1.319565,3.035435,0,5,0,25,3,41.1
73,20,5,18,130,0.715,2.145,0,3,1,26,3,79
75,20,5,10,68,3.14364,6.24036,0,3,0,20,3,37
76,20,5,16,179,5.513916,3.615084,0,5,1,55,3,75.7
26,21,5,0,40,0.2272,2.9728,0,2,1,3,3,20.1
30,21,5,1,104,0.850304,2.061696,0,1,1,4,3,61.9
32,21,5,0,33,0.405405,1.739595,1,5,1,12,3,14.3
35,21,5,3,37,3.644352,1.683648,0,1,1,11,3,18.6
35,21,5,5,30,1.46955,1.56045,0,2,0,6,3,13.7
37,21,5,2,147,11.72325,6.65175,1,2,1,17,3,82.8
44,21,5,6,106,2.45973,1.67427,0,5,1,18,3,53.9
51,21,5,3,218,0.239364,13.058636,0,2,1,26,3,86.2
56,21,5,8,58,0.397996,8.070004,0,4,0,23,3,31.1
61,21,5,4,42,4.064928,3.663072,0,3,0,28,3,17.5
63,21,5,14,97,0.595677,1.635323,0,4,0,31,3,46.1
64,21,5,13,42,1.103382,4.734618,0,5,0,26,3,21.9
73,21,5,19,126,0.97902,2.80098,0,2,0,44,3,71
78,21,5,2,24,2.089104,1.318896,1,1,1,15,3,16.8
30,22,5,0,127,4.849368,4.548632,0,1,1,9,3,71.5
41,22,5,2,40,4.24424,3.03576,1,4,0,2,3,17.8
41,22,5,2,61,0.345382,1.972618,0,3,1,17,3,36.8
43,22,5,4,35,1.35828,3.05172,0,2,1,10,3,18.2
52,22,5,3,35,0.546595,2.848405,1,1,0,19,3,19.4
58,22,5,2,35,1.01024,0.52976,0,1,0,19,3,17.6
62,22,5,13,224,29.47392,4.79808,1,5,0,1,3,78
68,22,5,25,32,0.466944,1.581056,0,2,0,32,3,16.8
70,23,5,10,58,2.391688,1.146312,0,4,1,31,3,33.2
23,7,1,5,16,0.127088,0.624912,0,3,1,4,4,10.3
45,7,1,11,33,0.682407,1.330593,0,3,0,14,4,10.1
68,7,1,23,64,0.445056,1.986944,0,5,1,36,4,31.8
43,8,1,4,28,0.46116,2.95484,0,5,0,17,4,13.7
51,8,1,23,100,4.968,16.632,0,5,1,29,4,52.8
54,8,1,25,85,0.5032,5.7868,0,5,1,20,4,54.9
58,8,1,28,84,2.32596,8.59404,0,2,1,23,4,41.2
60,8,1,29,106,5.01062,25.72938,0,5,1,34,4,29.7
64,8,1,30,143,0.2431,14.0569,0,5,1,30,4,65.9
64,8,1,15,10,0.41422,1.07578,0,2,1,16,4,4.5
66,8,1,24,55,0.8118,2.4882,0,5,1,33,4,33.2
67,8,1,14,11,0.444774,0.314226,0,5,1,40,4,5.1
74,8,1,43,121,1.81863,3.62637,0,5,1,51,4,63
19,9,1,0,22,0.209902,0.824098,0,1,1,0,4,9.5
31,9,1,3,22,0.896126,0.797874,1,2,1,8,4,15.1
32,9,1,9,25,0.61155,0.73845,0,5,0,6,4,12.2
36,9,1,6,29,0.195663,0.935337,0,2,1,6,4,14.8
38,9,1,12,49,6.371568,6.270432,1,4,0,15,4,24.6
41,9,1,1,21,0.336294,0.734706,0,1,0,12,4,15.4
42,9,1,15,52,0.736736,4.047264,0,5,1,18,4,30.8
62,9,1,21,45,0.91854,3.94146,0,2,1,36,4,19.2
66,9,1,33,88,2.622136,4.681864,0,5,1,42,4,47.8
70,9,1,16,63,1.213632,5.842368,0,4,1,45,4,42
74,9,1,22,27,0.658368,0.205632,0,5,1,30,4,14.3
78,9,1,44,25,1.089,3.411,0,4,1,55,4,16.5
79,9,1,30,13,0.00494,0.06006,0,5,0,46,4,8.5
20,10,1,2,18,0.837612,1.070388,1,2,0,0,4,11.6
24,10,1,5,30,0.45513,0.71487,0,1,0,3,4,17
32,10,1,3,47,1.303968,3.208032,0,5,1,10,4,24
33,10,1,9,23,1.226935,4.178065,0,3,1,11,4,8.6
34,10,1,12,29,0.094192,1.587808,0,5,0,6,4,16.3
38,10,1,11,37,0.487475,2.657525,0,3,1,17,4,14.3
40,10,1,13,39,0.050778,1.587222,0,5,0,17,4,17
45,10,1,11,51,1.607724,5.634276,0,3,1,21,4,31.1
47,10,1,17,68,5.40056,9.55944,1,5,1,10,4,40.5
47,10,1,11,46,1.985544,1.050456,0,5,1,25,4,24
54,10,1,24,119,0.43911,4.43989,0,4,0,11,4,70
56,10,1,27,157,8.630604,8.325396,0,3,1,33,4,58.6
59,10,1,23,87,5.026512,10.981488,0,5,1,17,4,53.2
63,10,1,20,14,0.251328,1.176672,0,2,1,28,4,7
64,10,1,4,30,0.7923,3.3777,0,3,1,30,4,10
65,10,1,34,221,4.38464,4.45536,0,5,1,34,4,93.1
69,10,1,15,38,0.131328,0.324672,0,4,1,44,4,19.8
71,10,1,4,10,0.25289,0.95711,0,3,0,25,4,4.8
73,10,1,10,14,0.224644,0.769356,0,5,1,29,4,6.6
19,11,1,0,18,0.643356,1.354644,1,1,0,0,4,6.3
19,11,1,0,23,0.431526,2.282474,0,1,1,0,4,10.5
21,11,1,2,16,1.0176,0.9024,0,1,0,0,4,11.9
22,11,1,1,23,0.811072,0.936928,1,1,1,3,4,10.8
22,11,1,0,26,0.763256,1.368744,0,1,1,2,4,12.8
22,11,1,3,17,0.283968,0.804032,1,4,0,2,4,7
29,11,1,5,35,3.2781,4.0719,1,3,1,1,4,17.9
29,11,1,5,30,1.79916,1.02084,0,2,1,5,4,16.3
31,11,1,7,30,2.2356,4.2444,0,2,1,5,4,10.1
33,11,1,11,53,0.05141,0.47859,0,5,1,5,4,25.2
33,11,1,12,28,2.118956,1.605044,0,4,1,11,4,17.6
33,11,1,5,16,0.459232,1.348768,0,3,0,3,4,7.7
34,11,1,5,32,0.350304,3.585696,0,5,1,15,4,18.5
34,11,1,9,41,0.139195,0.065805,0,1,1,6,4,19.2
34,11,1,4,38,0.32604,4.61396,1,4,1,9,4,14.3
37,11,1,12,57,7.318857,5.278143,1,4,1,8,4,30.9
37,11,1,4,34,1.234948,3.083052,1,3,0,16,4,16.7
38,11,1,5,85,1.06981,3.86019,0,3,1,12,4,46.9
40,11,1,3,36,0.658368,4.525632,0,2,0,12,4,20
41,11,1,9,37,0.122322,1.986678,0,3,1,4,4,18.7
42,11,1,13,43,2.397293,6.073707,0,5,0,12,4,17.8
44,11,1,10,72,0.4158,1.3842,0,2,1,14,4,37.4
44,11,1,3,24,0.189024,0.338976,1,1,1,18,4,7
44,11,1,8,34,1.867008,1.668992,0,2,1,12,4,22.7
47,11,1,19,84,1.770216,1.673784,0,4,1,19,4,41
47,11,1,17,84,5.80944,2.92656,0,3,1,17,4,41.1
48,11,1,3,36,1.731384,4.496616,0,4,1,25,4,19.2
49,11,1,8,91,1.839656,3.256344,0,3,1,26,4,49.5
51,11,1,3,41,1.722,5.453,1,2,1,29,4,26.4
52,11,1,16,41,1.070305,3.644695,0,5,1,18,4,24.5
